q45,q46,q47,serial_number,date_int,stime,stimecheck,log_sheet,q1,q2,q2_1,q3,q4,q5,q6,q7,q8,q9,q10,q11a_n,q11b_n,q11c_n,q11c_n_001,q11e_n,q11f_n,q11g_n,q11h_n,q11a_b,q11b_b,q11c_b,q11e_b,q11f_b,q11g_b,q11h_b,q11a_o,q11b_o,q11c_o,q11e_o,q11f_o,q11g_o,q11h_o,q11i,q11i1,q11i2,q11i3,q11i4,q11i5,q11i6,q11i7,q11i_op,q11j,q12a_n,q12b_n,q12c_n,q12d_n,q12e_n,q12a_b,q12b_b,q12c_b,q12e_b,q12a_o,q12b_o,q12c_o,q12e_o,q12f,q13,q13_a,q13_b,q14,q14_a,q14_a1,q14_a2,q14_a3,q14_a4,q14_a5,q14_a_o,q15,q16,q17,q18_a,q_18b,q19,q20,q21,q22,q23,q23_a,q24a,q24a_1,q24b,q24b_1,q24c,q24c_1,q24c_2,q24c_21,q24c_22,q24c_23,q24c_24,q24c_25,q24c_2_o,q24c_3,q24d,q24d_1,q24d_2,q24e,q24e_1,q24f,q24f_1,q24f_2,q24g,q24g_1,q24h,q24h_1,q24i,q24i_1,q25,q25other1,q25other2,q25other3,q26_a,q26_b,q26_c,q26_d,q26_e,q26_f,q26_g,q26_h,q26_h_o,incompercent,q27_a,q27_b,q27_c,q27_d,q27_e,q27_f,q27_g,q27_h,q28a,q28b,q28c,q29,q30,q31,q32,q33,q34,q35.a,q35.b,q35.c,q35.d,q35.e,q35.f,q35.g,q35.h,q35.i,q35.j,q35.k,q36,q37.a,q37.b,q37.c,q38a,q38a1,q38a2,q38a3,q39a,q40a,q41a1,q41a2,q42a,q43a,q43a_o,q44a,q38b,q38b1,q38b1_A,q38b2,q38b2_A,q38b3,q38b3_A,q38b4,q38b4_A,q38b5,q38b5_A,q39b,q40b,q41b1,q41b2,q42b,q43b,q43b_o,q44b,q49,q49_o,q50,q50_o,q51,q52,q53,q54,q55,q56,q57,q58,end_time,end_time_check,version,id,uuid
Beirut,Beirut,1,2,2021-12-09,12:20:00.000+02:00,2021-12-09T12:19:09.587+02:00,1,1,1,,1,2,3,1,50,2021-11-01,130,1,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,,23,2,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,13,2,,,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,1,2,3,2,1,5,1,2,1,1,1,Oxygen concentrator,2,0,1,0,0,0,,2,2,,NA,2,NA,2,NA,NA,1,2,1,2,2,NA,2,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,,100,3,2,2,2,2,2,2,2,NA,NA,NA,4,1,NA,NA,1,NA,1,3,3,3,2,3,3,3,2,1,2,3,1,1,1,,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,NA,NA,NA,,NA,,NA,1,,2,,2,3,2,0,2,1,NA,,12:40:00.000+02:00,2021-12-09T12:19:09.587+02:00,v76J56snwoiqz2qXnhejk9,240138193,66769715-54a9-4e7c-8856-b0237503bcad
North_Lebanon,Akkar,116,5,2021-12-06,14:37:00.000+02:00,2021-12-06T14:35:15.677+02:00,1,1,1,,1,3,7,1,60,2021-12-01,84,1,1,10,5,2,1000,2,4,4,1,0,0,0,3,2,3,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,13,1,10,5,2,60,2,NA,NA,NA,2,NA,NA,NA,0,2,,,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,1,2,4,3,1,2,1,2,1,2,2,,,NA,NA,NA,NA,NA,,NA,2,,NA,2,NA,1,2,1,1,2,1,1,2,NA,2,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,,100,2,2,2,2,2,2,2,2,1500,NA,NA,3,1,NA,NA,3,NA,1,2,2,2,1,1,2,2,1,2,2,2,2,2,2,,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,NA,NA,NA,,NA,,NA,1,,2,,1,4,1,0,2,1,NA,لاتعليق,14:53:00.000+02:00,2021-12-06T14:35:15.677+02:00,v76J56snwoiqz2qXnhejk9,239561135,ed774ecc-e854-4675-9dd4-d1c92d2ed322
North_Lebanon,Akkar,117,17,2021-12-07,12:45:00.000+02:00,2021-12-07T12:33:01.706+02:00,1,1,1,,2,2,8,4,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,,22,1,12,5,2,80,2,NA,NA,NA,2,NA,NA,NA,4,2,,,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,1,2,2,2,1,30,2,NA,1,1,2,,,NA,NA,NA,NA,NA,,NA,2,,NA,2,NA,2,NA,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,,100,2,2,2,2,2,2,2,2,NA,NA,NA,4,4,NA,NA,1,NA,1,2,1,2,2,2,2,2,1,1,1,3,1,1,1,,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,NA,NA,NA,,NA,,NA,1,,2,,1,3,2,0,2,1,NA,لا تعليق,13:16:00.000+02:00,2021-12-07T12:33:01.706+02:00,v76J56snwoiqz2qXnhejk9,239901931,ea232688-9a37-4cea-bc3c-bd9cfcd61fa0
Beirut,Beirut,1,18,2021-12-08,13:55:00.000+02:00,2021-12-08T13:54:40.814+02:00,1,1,1,,1,3,21,1,80,2021-11-01,160,1,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,,21,2,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,3,1,انعدام وصول الكهرباء لفرشة المياه الخاصة بالمريض مما ادى الى ازدياد الالام,سنة و نصف,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,1,2,2,2,1,3,1,2,1,1,2,,,NA,NA,NA,NA,NA,,NA,2,,NA,2,NA,3,NA,NA,1,2,1,1,1,1,1,0,0,1,NA,100,NA,NA,NA,NA,NA,NA,,100,2,2,2,2,2,2,2,2,1600,NA,NA,4,3,1,2,3,NA,1,3,1,2,2,3,3,1,2,1,2,2,1,2,2,,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,NA,NA,NA,,NA,,NA,1,,3,,2,2,0,1,2,1,NA,الوضع لا يحتمل,14:11:00.000+02:00,2021-12-08T13:54:40.818+02:00,v76J56snwoiqz2qXnhejk9,240339451,8f834c06-e266-4065-922e-4c007a55885e
North_Lebanon,Akkar,115,34,2021-12-09,12:23:00.000+02:00,2021-12-09T12:22:56.360+02:00,1,1,1,,1,1,12,1,40,2021-12-01,80,1,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,,22,1,15,5,2,100,2,NA,NA,NA,2,NA,NA,NA,0,2,,,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,1,2,2,2,1,20,2,NA,1,2,2,,,NA,NA,NA,NA,NA,,NA,2,,NA,2,NA,2,NA,NA,1,2,2,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,,100,2,2,2,2,2,2,2,2,1000,NA,NA,4,1,NA,NA,3,NA,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,NA,NA,NA,,NA,,NA,1,,2,,1,1,1,0,2,1,NA,لا تعليق,12:40:00.000+02:00,2021-12-09T12:22:56.358+02:00,v76J56snwoiqz2qXnhejk9,241006627,fae798ca-eefb-44a0-9778-687fd530fe20
North_Lebanon,Akkar,118,46,2021-12-17,11:09:00.000+02:00,2021-12-17T11:08:48.563+02:00,1,1,1,,1,1,8,1,999,2021-12-01,999,1,1,1,10,2,700,1,1,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,20,2,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,0,2,,,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,1,2,2,2,1,12,2,NA,1,2,2,,,NA,NA,NA,NA,NA,,NA,2,,NA,2,NA,2,NA,NA,1,2,2,NA,2,NA,2,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,,100,2,2,2,2,2,2,2,2,NA,NA,NA,3,1,NA,NA,3,NA,1,2,1,2,2,2,2,2,1,1,2,2,1,1,1,,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,NA,NA,NA,,NA,,NA,1,,1,,2,2,2,0,2,1,NA,لا تعليق,11:28:00.000+02:00,2021-12-17T11:08:48.582+02:00,v76J56snwoiqz2qXnhejk9,242979118,6d511e0e-1e9c-47ab-ae7a-f8204e888691
North_Lebanon,Akkar,118,51,2021-12-17,12:36:00.000+02:00,2021-12-17T12:32:48.673+02:00,1,1,1,,3,NA,NA,NA,NA,NA,NA,NA,1,7,5,2,150,1,1,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,16,2,NA,NA,NA,NA,2,NA,NA,NA,1,5,20,999,5,2,,,1,2,0,1,0,0,0,,2021-10-01,999,999,1,2,1,2,2,2,1,20,2,NA,1,2,2,,,NA,NA,NA,NA,NA,,NA,2,,NA,2,NA,2,NA,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,,100,2,2,2,2,2,2,2,2,900,NA,NA,3,1,NA,NA,3,NA,2,2,1,2,1,1,2,2,1,1,2,2,2,2,2,,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,NA,NA,NA,,NA,,NA,1,,2,,1,5,2,1,2,1,NA,لا تعليق,12:55:00.000+02:00,2021-12-17T12:32:48.657+02:00,v76J56snwoiqz2qXnhejk9,242985633,a27aa6f6-d8de-4043-8f2f-46db94b9541e
Beirut,Beirut,7,28,2021-12-16,15:57:00.000+02:00,2021-12-16T15:56:01.739+02:00,1,1,1,,1,2,21,1,40,2021-10-01,175,1,1,11,3,1,1300,2,3,2,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,12,2,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,4,2,,,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,1,2,4,2,1,4,1,1,1,1,2,,,NA,NA,NA,NA,NA,,NA,3,,NA,2,NA,3,NA,NA,1,1,1,1,1,1,2,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,,100,3,2,2,2,2,2,2,2,1000,NA,NA,3,3,1,3,3,NA,2,3,3,3,2,2,2,1,2,1,2,2,1,2,2,,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,NA,NA,NA,,NA,,NA,1,,1,,2,4,1,0,2,1,NA,,16:07:00.000+02:00,2021-12-16T15:56:01.739+02:00,v76J56snwoiqz2qXnhejk9,242580000,5ecf6c7a-cccc-4339-840a-142b8257fec5
Beirut,Beirut,1,2,2021-12-07,11:22:00.000+02:00,2021-12-07T11:20:52.619+02:00,1,1,1,,1,3,12,1,40,2021-10-01,35,1,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,,12,2,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,10,2,,,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,2,NA,4,1,2,NA,1,1,1,1,2,,,NA,NA,NA,NA,NA,,NA,3,,NA,3,NA,3,NA,NA,1,1,2,NA,2,NA,2,NA,NA,NA,80,NA,NA,20,NA,NA,NA,NA,,100,3,2,2,1,2,2,2,2,700,NA,NA,3,3,2,4,3,NA,2,2,2,2,2,3,3,2,3,2,2,2,2,2,2,,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,NA,NA,NA,,NA,,NA,2,Palestinian,1,,2,2,1,0,2,2,NA,نتمى معالجة مشاكل الكهرباء,11:38:00.000+02:00,2021-12-07T11:20:52.619+02:00,v76J56snwoiqz2qXnhejk9,240338838,5ca12c87-b93c-4c6c-9037-06c890c307ed
South_Lebanon,Nabatiyeh,173,105,2021-12-09,19:43:00.000+02:00,2021-12-08T21:43:40.247+02:00,1,1,1,,1,2,10,1,200,2019-07-01,230,1,1,10,10,2,560,4,3,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,8,1,12,10,2,80,2,NA,NA,NA,2,NA,NA,NA,0,2,,,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,1,2,4,3,2,NA,2,NA,1,2,2,,,NA,NA,NA,NA,NA,,NA,3,,NA,3,NA,3,NA,NA,1,3,1,1,2,NA,2,NA,NA,NA,NA,NA,NA,50,50,NA,NA,NA,,100,2,2,2,1,2,2,2,2,NA,NA,NA,2,1,NA,NA,3,NA,2,2,3,3,2,2,2,3,2,2,2,2,2,2,2,,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,NA,NA,NA,,NA,,NA,1,,3,,1,4,0,2,2,1,NA,,21:08:00.000+02:00,2021-12-08T21:43:40.255+02:00,v76J56snwoiqz2qXnhejk9,240366385,145ba956-9440-46fa-be55-5aac5a20c90b
South_Lebanon,Nabatiyeh,179,100,2021-12-09,14:04:00.000+02:00,2021-12-09T01:03:02.501+02:00,1,1,1,,1,2,10,2,15,2019-12-01,200,1,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,6,0,0,0,0,0,1,0,,0,2,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,0,2,,,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,2,NA,4,1,2,NA,2,NA,2,NA,2,,,NA,NA,NA,NA,NA,,NA,3,,NA,3,NA,2,NA,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,50,NA,25,25,NA,NA,NA,NA,,100,1,2,1,1,2,2,2,2,NA,NA,NA,1,1,NA,NA,3,NA,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,NA,NA,NA,,NA,,NA,1,,2,,1,2,0,2,2,2,NA,اسمها نادين مهنّى,02:26:00.000+02:00,2021-12-09T01:03:02.501+02:00,v76J56snwoiqz2qXnhejk9,240366400,bd87aa3b-5e2d-4664-970c-9e843e1bcf55
Beirut,Beirut,3,1,2021-12-10,09:56:00.000+02:00,2021-12-10T03:31:10.454+02:00,1,1,1,,1,6,14,1,150,2021-11-01,122,1,1,16,10,1,1100,2,2,5,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,6,1,13,10,1,70,2,NA,NA,NA,2,NA,NA,NA,0,2,,,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,1,2,4,3,1,0,1,2,1,2,2,,,NA,NA,NA,NA,NA,,NA,3,,NA,2,NA,1,1,1,1,2,1,3,1,1,2,NA,NA,NA,70,NA,NA,30,NA,NA,NA,NA,,100,3,2,2,1,2,2,2,2,NA,NA,300,2,3,2,2,3,NA,1,2,1,3,1,3,3,1,1,3,1,2,2,2,2,,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,NA,NA,NA,,NA,,NA,1,,1,,2,3,2,0,2,1,NA,عم نرجع لورا,10:16:00.000+02:00,2021-12-10T03:31:10.462+02:00,v76J56snwoiqz2qXnhejk9,240438406,bede7e69-c2eb-43bf-ae9a-33453a6bcc84
Beirut,Beirut,3,3,2021-12-10,18:15:00.000+02:00,2021-12-10T18:08:51.453+02:00,1,1,1,,1,8,20,1,3000,2021-10-01,2560,1,1,20,20,2,2200,1,3,5,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,0,1,6,20,1,1000,2,NA,NA,NA,2,NA,NA,NA,0,1,الربو,٥ سنين,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,2,NA,4,1,2,NA,2,NA,2,NA,2,,,NA,NA,NA,NA,NA,,NA,3,,NA,3,NA,2,NA,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,50,NA,20,30,NA,NA,NA,NA,,100,1,2,3,1,2,2,2,2,NA,5000,NA,1,1,NA,NA,3,NA,2,3,2,3,2,3,3,3,2,2,2,1,2,2,2,,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,NA,NA,NA,,NA,,NA,1,,2,,1,2,1,0,2,2,NA,,18:25:00.000+02:00,2021-12-10T18:08:51.448+02:00,v76J56snwoiqz2qXnhejk9,240581102,2250f31d-f1f3-4285-a87a-df22a37144b4
Beirut,Beirut,1,1,2021-12-09,11:57:00.000+02:00,2021-12-09T11:55:34.107+02:00,1,1,1,,1,1,19,1,35,2021-10-01,75,1,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1 6,1,0,0,0,0,1,0,,22,2,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,3,2,,,1,1,1,0,0,0,0,,2021-09-01,180,999,NA,NA,2,NA,4,2,1,3,2,NA,1,1,3,,,NA,NA,NA,NA,NA,,NA,3,,NA,3,NA,3,NA,NA,1,1,2,NA,2,NA,2,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,,100,1,2,2,2,2,2,2,2,2500,NA,NA,4,3,2,4,3,NA,2,3,3,3,2,3,3,3,3,2,2,2,1,2,2,,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,NA,NA,NA,,NA,,NA,1,,1,,2,2,2,0,2,1,NA,,12:09:00.000+02:00,2021-12-09T11:55:34.107+02:00,v76J56snwoiqz2qXnhejk9,240126834,a7c951c5-8be8-4072-ae00-a6ccddc45611
Beirut,Beirut,1,4,2021-12-09,13:46:00.000+02:00,2021-12-09T13:45:18.152+02:00,1,1,1,,1,3,21,1,100,2021-10-01,388,1,1,11,5,1,1400,4,4,4,1,11,5,999,4,4,4,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,13,2,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,3,2,,,1,1,1,0,0,0,0,,2018-12-01,999,999,NA,NA,1,2,4,2,1,3,2,NA,1,1,3,,,NA,NA,NA,NA,NA,,NA,3,,NA,3,NA,3,NA,NA,1,1,2,NA,1,1,2,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,,100,1,2,2,2,2,2,2,2,NA,NA,NA,3,3,1,4,3,NA,2,2,3,3,2,1,2,2,2,2,2,2,1,2,2,,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,NA,NA,NA,,NA,,NA,1,,1,,2,5,0,1,2,1,NA,كلا، شكرا,13:59:00.000+02:00,2021-12-09T13:45:18.148+02:00,v76J56snwoiqz2qXnhejk9,240172246,435123dc-32f2-4868-abb1-4c95311233a6
Beirut,Beirut,1,1,2021-12-07,10:48:00.000+02:00,2021-12-07T10:42:45.772+02:00,1,1,1,,1,3,6,1,35,2021-10-01,33,1,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,,14,1,12,5,1,900,2,NA,NA,NA,2,NA,NA,NA,12,2,,,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,1,2,4,1,1,2,1,2,1,2,3,,,NA,NA,NA,NA,NA,,NA,3,,NA,1,1,2,NA,NA,1,2,1,1,1,1,2,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,,100,2,1,2,2,2,2,2,2,NA,NA,NA,2,3,2,4,3,NA,2,3,3,3,2,2,3,2,2,2,2,2,2,2,2,,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,NA,NA,NA,,NA,,NA,1,,1,,2,3,1,0,2,1,NA,كلا,11:14:00.000+02:00,2021-12-07T10:42:45.764+02:00,v76J56snwoiqz2qXnhejk9,240337965,5dc86b42-bfc8-466e-bfb0-98d411fdc20e
Beirut,Beirut,1,6,2021-12-07,13:58:00.000+02:00,2021-12-07T13:56:20.877+02:00,1,1,1,,1,2,4,1,50,2021-11-01,85,1,1,6,10,1,999,4,5,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,8,1,10,10,1,999,2,NA,NA,NA,2,NA,NA,NA,8,2,,,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,1,2,2,2,2,NA,1,1,1,1,3,,,NA,NA,NA,NA,NA,,NA,3,,NA,3,NA,3,NA,NA,1,1,1,1,1,1,2,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,,100,3,2,2,2,2,2,2,2,NA,NA,NA,4,3,1,1,3,NA,1,3,1,3,2,3,3,3,3,1,2,3,1,2,1,,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,NA,NA,NA,,NA,,NA,1,,1,,2,8,2,0,2,1,NA,الله يفرجها,14:17:00.000+02:00,2021-12-07T13:56:20.876+02:00,v76J56snwoiqz2qXnhejk9,240338027,4de9fe08-9dec-40eb-ba96-b439c2820ffe
Beirut,Beirut,1,8,2021-12-07,14:54:00.000+02:00,2021-12-07T14:52:59.184+02:00,1,1,1,,1,2,18,1,150,2021-10-01,150,1,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,,22,2,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,3,2,,,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,1,2,4,2,1,5,1,2,1,1,3,,,NA,NA,NA,NA,NA,,NA,3,,NA,3,NA,3,NA,NA,1,1,1,1,1,1,2,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,,100,1,2,2,2,2,2,2,2,300,NA,NA,3,3,1,2,1,NA,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,NA,NA,NA,,NA,,NA,1,,4,,2,5,1,2,2,1,NA,كلا,15:08:00.000+02:00,2021-12-07T14:52:59.182+02:00,v76J56snwoiqz2qXnhejk9,240338443,308176a0-5576-401f-a784-2cf3cd56e412
Beirut,Beirut,1,9,2021-12-07,15:26:00.000+02:00,2021-12-07T15:25:07.415+02:00,1,1,1,,1,1,21,1,150,2021-11-01,170,1,1,9,5,1,900,2,4,2,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,15,1,3,5,1,100,2,NA,NA,NA,2,NA,NA,NA,0,1,ضعف بعضلة العين ، اوجاع في الرأس ، مشلكل في الاعصاب,سنتين,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,1,2,4,2,1,45,1,1,1,1,3,,,NA,NA,NA,NA,NA,,NA,3,,NA,1,1,1,1,1,1,1,2,NA,1,1,2,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,,100,1,2,2,2,2,2,2,2,5000,NA,NA,3,3,2,4,3,NA,2,2,3,3,1,1,1,1,1,1,2,2,1,2,1,,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,NA,NA,NA,,NA,,NA,1,,2,,1,4,0,1,2,1,NA,عشام و عاش لبنان,16:05:00.000+02:00,2021-12-07T15:25:07.415+02:00,v76J56snwoiqz2qXnhejk9,240338593,f25703fc-b5c6-41ea-a5cc-8c1de7781166
Beirut,Beirut,1,10,2021-12-07,16:26:00.000+02:00,2021-12-07T16:25:35.324+02:00,1,1,1,,1,2,6,1,70,2021-11-01,110,1,1,14,5,1,1000,2,3,4,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,18,2,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,12,2,,,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,1,2,4,1,1,3,1,1,1,1,3,,,NA,NA,NA,NA,NA,,NA,3,,NA,1,1,3,NA,NA,1,2,1,1,1,1,2,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,,100,2,2,2,2,2,2,2,2,3000,NA,NA,3,3,1,2,2,NA,2,2,2,3,2,2,2,1,2,2,2,2,1,2,1,,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,NA,NA,NA,,NA,,NA,1,,1,,2,2,0,1,2,1,NA,كلا,16:45:00.000+02:00,2021-12-07T16:25:35.323+02:00,v76J56snwoiqz2qXnhejk9,240338626,052ad5f9-1f78-4e6c-8a61-f734fa7fe03d
Beirut,Beirut,1,11,2021-12-07,16:51:00.000+02:00,2021-12-07T16:48:53.920+02:00,1,1,1,,1,3,10,1,130,2021-12-01,60,1,1,10,10,1,2500,4,1,2,1,10,10,2500,4,2,4,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,8,2,NA,NA,NA,NA,1,8,10,2500,2,NA,NA,NA,5,1,أصوات ضجيج دخان الموتور رائحة المازوت في المنزل,يوميا,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,1,2,2,1,1,3,2,NA,1,2,3,,,NA,NA,NA,NA,NA,,NA,3,,NA,3,NA,3,NA,NA,1,2,1,1,1,1,2,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,,100,2,3,2,2,2,2,2,2,3000,NA,NA,4,3,1,4,3,NA,1,3,1,3,2,3,3,1,2,2,2,2,1,1,2,,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,NA,NA,NA,,NA,,NA,1,,1,,2,6,2,0,2,1,NA,لا دواء ، لا كهرباء ، لا مياه ولا عمل عجز اللسان عن الكلام .,17:13:00.000+02:00,2021-12-07T16:48:53.920+02:00,v76J56snwoiqz2qXnhejk9,240338677,9d29b743-54aa-4c1d-a79e-344164d6164d
